,Precision,Recall,F1-score
0,0.735632183908046,0.810126582278481,0.7710843373493976
1,0.768361581920904,0.8607594936708861,0.8119402985074626
2,0.7705882352941177,0.8291139240506329,0.7987804878048781
3,0.7696969696969697,0.8037974683544303,0.786377708978328
4,0.7721518987341772,0.7721518987341772,0.7721518987341772
5,0.7976190476190477,0.8481012658227848,0.8220858895705523
6,0.7374301675977654,0.8354430379746836,0.7833827893175075
7,0.7911392405063291,0.7911392405063291,0.7911392405063291
8,0.7247191011235955,0.8164556962025317,0.7678571428571429
9,0.7374301675977654,0.8354430379746836,0.7833827893175075
10,0.72,0.7974683544303798,0.7567567567567568
11,0.7866666666666666,0.7468354430379747,0.7662337662337663
12,0.7658227848101266,0.7658227848101266,0.7658227848101266
13,0.7834394904458599,0.7784810126582279,0.7809523809523811
14,0.782608695652174,0.7974683544303798,0.7899686520376176
15,0.7635135135135135,0.7151898734177216,0.738562091503268
16,0.7735849056603774,0.7784810126582279,0.7760252365930599
17,0.7777777777777778,0.7974683544303798,0.7875
18,0.7677419354838709,0.7531645569620253,0.7603833865814698
19,0.7586206896551724,0.8354430379746836,0.7951807228915663
20,0.7710843373493976,0.810126582278481,0.7901234567901234
21,0.7987804878048781,0.8291139240506329,0.8136645962732919
22,0.8024691358024691,0.8227848101265823,0.8125000000000001
23,0.7176470588235294,0.7721518987341772,0.7439024390243902
24,0.8273381294964028,0.7278481012658228,0.7744107744107743
25,0.7415730337078652,0.8354430379746836,0.7857142857142858
26,0.7514792899408284,0.8037974683544303,0.7767584097859327
27,0.8193548387096774,0.8037974683544303,0.8115015974440895
28,0.8176100628930818,0.8227848101265823,0.8201892744479495
29,0.788235294117647,0.8481012658227848,0.8170731707317074
30,0.7804878048780488,0.810126582278481,0.7950310559006211
31,0.7317073170731707,0.759493670886076,0.7453416149068323
32,0.7272727272727273,0.810126582278481,0.7664670658682634
33,0.7261904761904762,0.7721518987341772,0.7484662576687117
34,0.7090909090909091,0.740506329113924,0.7244582043343654
35,0.7428571428571429,0.8227848101265823,0.780780780780781
36,0.7630057803468208,0.8354430379746836,0.7975830815709971
37,0.7664670658682635,0.810126582278481,0.7876923076923077
38,0.7398843930635838,0.810126582278481,0.7734138972809667
39,0.7852760736196319,0.810126582278481,0.7975077881619937
40,0.7906976744186046,0.8607594936708861,0.8242424242424243
41,0.7674418604651163,0.8354430379746836,0.8
42,0.8354430379746836,0.8354430379746836,0.8354430379746836
43,0.75,0.759493670886076,0.7547169811320755
44,0.7407407407407407,0.759493670886076,0.75
45,0.7625,0.7721518987341772,0.7672955974842767
46,0.7719298245614035,0.8354430379746836,0.8024316109422492
47,0.7298850574712644,0.8037974683544303,0.7650602409638554
48,0.7377049180327869,0.8544303797468354,0.7917888563049854
49,0.7514450867052023,0.8227848101265823,0.7854984894259818
50,0.6888888888888889,0.7848101265822784,0.7337278106508875
51,0.7616279069767442,0.8291139240506329,0.793939393939394
52,0.7616279069767442,0.8291139240506329,0.793939393939394
53,0.8104575163398693,0.7848101265822784,0.7974276527331189
54,0.7374301675977654,0.8354430379746836,0.7833827893175075
55,0.7639751552795031,0.7784810126582279,0.7711598746081506
56,0.8141025641025641,0.8037974683544303,0.8089171974522292
57,0.7441860465116279,0.810126582278481,0.7757575757575758
58,0.6853932584269663,0.7721518987341772,0.7261904761904762
59,0.7840909090909091,0.8734177215189873,0.8263473053892215
60,0.7636363636363637,0.7974683544303798,0.780185758513932
61,0.7411764705882353,0.7974683544303798,0.7682926829268293
62,0.7257142857142858,0.8037974683544303,0.7627627627627627
63,0.7884615384615384,0.7784810126582279,0.7834394904458599
64,0.7612903225806451,0.7468354430379747,0.7539936102236421
65,0.8376623376623377,0.8164556962025317,0.826923076923077
66,0.7908496732026143,0.7658227848101266,0.7781350482315113
67,0.7705882352941177,0.8291139240506329,0.7987804878048781
68,0.7792207792207793,0.759493670886076,0.7692307692307693
69,0.7650602409638554,0.8037974683544303,0.7839506172839505
70,0.7960526315789473,0.7658227848101266,0.7806451612903226
71,0.717391304347826,0.8354430379746836,0.7719298245614035
72,0.7377049180327869,0.8544303797468354,0.7917888563049854
73,0.7314285714285714,0.810126582278481,0.7687687687687688
74,0.7484662576687117,0.7721518987341772,0.7601246105919003
75,0.6887755102040817,0.8544303797468354,0.7627118644067796
76,0.7905405405405406,0.740506329113924,0.7647058823529411
77,0.7857142857142857,0.8354430379746836,0.8098159509202455
78,0.7696969696969697,0.8037974683544303,0.786377708978328
79,0.7962962962962963,0.8164556962025317,0.80625
80,0.7604790419161677,0.8037974683544303,0.7815384615384615
81,0.7869822485207101,0.8417721518987342,0.8134556574923547
82,0.7888198757763976,0.8037974683544303,0.7962382445141065
83,0.71875,0.7278481012658228,0.7232704402515724
84,0.7514450867052023,0.8227848101265823,0.7854984894259818
85,0.7777777777777778,0.7531645569620253,0.7652733118971062
86,0.7288135593220338,0.8164556962025317,0.7701492537313432
87,0.7843137254901961,0.759493670886076,0.7717041800643089
88,0.7777777777777778,0.8417721518987342,0.8085106382978724
89,0.8455882352941176,0.7278481012658228,0.782312925170068
90,0.76,0.8417721518987342,0.7987987987987988
91,0.7961783439490446,0.7911392405063291,0.7936507936507936
92,0.7579617834394905,0.7531645569620253,0.7555555555555556
93,0.757396449704142,0.810126582278481,0.782874617737003
94,0.7257142857142858,0.8037974683544303,0.7627627627627627
95,0.7341772151898734,0.7341772151898734,0.7341772151898734
96,0.7857142857142857,0.8354430379746836,0.8098159509202455
97,0.8258064516129032,0.810126582278481,0.8178913738019169
98,0.7701863354037267,0.7848101265822784,0.7774294670846396
99,0.7777777777777778,0.7974683544303798,0.7875
100,0.823170731707317,0.8544303797468354,0.8385093167701863
101,0.7294117647058823,0.7848101265822784,0.7560975609756098
102,0.7423312883435583,0.7658227848101266,0.7538940809968847
103,0.7403314917127072,0.8481012658227848,0.7905604719764011
104,0.7628205128205128,0.7531645569620253,0.7579617834394904
105,0.7469879518072289,0.7848101265822784,0.7654320987654321
106,0.8129032258064516,0.7974683544303798,0.805111821086262
107,0.75,0.7974683544303798,0.7730061349693252
108,0.7865853658536586,0.8164556962025317,0.8012422360248448
109,0.7191011235955056,0.810126582278481,0.761904761904762
110,0.7828947368421053,0.7531645569620253,0.767741935483871
111,0.7297297297297297,0.8544303797468354,0.7871720116618075
112,0.7857142857142857,0.7658227848101266,0.7756410256410255
113,0.7472527472527473,0.8607594936708861,0.7999999999999999
114,0.7764705882352941,0.8354430379746836,0.8048780487804879
115,0.7784431137724551,0.8227848101265823,0.8
116,0.7247191011235955,0.8164556962025317,0.7678571428571429
117,0.6949152542372882,0.7784810126582279,0.7343283582089553
118,0.7094972067039106,0.8037974683544303,0.7537091988130563
119,0.7852760736196319,0.810126582278481,0.7975077881619937
120,0.793939393939394,0.8291139240506329,0.8111455108359132
121,0.7514450867052023,0.8227848101265823,0.7854984894259818
122,0.7643312101910829,0.759493670886076,0.761904761904762
123,0.7430167597765364,0.8417721518987342,0.7893175074183978
124,0.7558139534883721,0.8227848101265823,0.787878787878788
125,0.7530864197530864,0.7721518987341772,0.7625
126,0.7119565217391305,0.8291139240506329,0.7660818713450294
127,0.7303370786516854,0.8227848101265823,0.7738095238095237
128,0.8057553956834532,0.7088607594936709,0.7542087542087541
129,0.7674418604651163,0.8354430379746836,0.8
130,0.7352941176470589,0.7911392405063291,0.7621951219512195
131,0.7662337662337663,0.7468354430379747,0.7564102564102563
132,0.8152866242038217,0.810126582278481,0.8126984126984126
133,0.7803468208092486,0.8544303797468354,0.8157099697885197
