,Precision,Recall,F1-score
0,0.75,0.8354430379746836,0.7904191616766467
1,0.8562091503267973,0.8291139240506329,0.8424437299035369
2,0.7660818713450293,0.8291139240506329,0.7963525835866261
3,0.8129032258064516,0.7974683544303798,0.805111821086262
4,0.7542857142857143,0.8354430379746836,0.7927927927927927
5,0.8203592814371258,0.8670886075949367,0.8430769230769232
6,0.8076923076923077,0.7974683544303798,0.802547770700637
7,0.7314285714285714,0.810126582278481,0.7687687687687688
8,0.7657142857142857,0.8481012658227848,0.8048048048048048
9,0.7425149700598802,0.7848101265822784,0.763076923076923
10,0.7791411042944786,0.8037974683544303,0.7912772585669782
11,0.8145695364238411,0.7784810126582279,0.796116504854369
12,0.7844311377245509,0.8291139240506329,0.806153846153846
13,0.8220858895705522,0.8481012658227848,0.8348909657320872
14,0.8367346938775511,0.7784810126582279,0.8065573770491804
15,0.785234899328859,0.740506329113924,0.762214983713355
16,0.8074534161490683,0.8227848101265823,0.8150470219435737
17,0.8311688311688312,0.810126582278481,0.8205128205128205
18,0.803921568627451,0.7784810126582279,0.7909967845659166
19,0.7950310559006211,0.810126582278481,0.8025078369905956
20,0.8301886792452831,0.8354430379746836,0.832807570977918
21,0.8533333333333334,0.810126582278481,0.8311688311688312
22,0.7950310559006211,0.810126582278481,0.8025078369905956
23,0.774390243902439,0.8037974683544303,0.7888198757763976
24,0.80625,0.8164556962025317,0.8113207547169812
25,0.7727272727272727,0.8607594936708861,0.8143712574850299
26,0.7831325301204819,0.8227848101265823,0.8024691358024693
27,0.8387096774193549,0.8227848101265823,0.8306709265175719
28,0.8089171974522293,0.8037974683544303,0.8063492063492064
29,0.8012422360248447,0.8164556962025317,0.8087774294670845
30,0.8104575163398693,0.7848101265822784,0.7974276527331189
31,0.7625,0.7721518987341772,0.7672955974842767
32,0.7751479289940828,0.8291139240506329,0.8012232415902141
33,0.7987012987012987,0.7784810126582279,0.7884615384615383
34,0.7870967741935484,0.7721518987341772,0.7795527156549521
35,0.8125,0.8227848101265823,0.8176100628930818
36,0.8410596026490066,0.8037974683544303,0.8220064724919094
37,0.7885714285714286,0.8734177215189873,0.8288288288288288
38,0.7875,0.7974683544303798,0.7924528301886793
