,Precision,Recall,F1-score
0,0.8023952095808383,0.8481012658227848,0.8246153846153846
1,0.8598726114649682,0.8544303797468354,0.8571428571428571
2,0.7443181818181818,0.8291139240506329,0.784431137724551
3,0.8125,0.8227848101265823,0.8176100628930818
4,0.7724550898203593,0.8164556962025317,0.7938461538461538
5,0.8292682926829268,0.8607594936708861,0.8447204968944099
6,0.7705882352941177,0.8291139240506329,0.7987804878048781
7,0.808641975308642,0.8291139240506329,0.81875
8,0.7861635220125787,0.7911392405063291,0.7886435331230284
9,0.7757575757575758,0.810126582278481,0.7925696594427244
10,0.7797619047619048,0.8291139240506329,0.8036809815950922
11,0.8333333333333334,0.8227848101265823,0.8280254777070064
12,0.7701863354037267,0.7848101265822784,0.7774294670846396
13,0.8506493506493507,0.8291139240506329,0.8397435897435898
14,0.8176100628930818,0.8227848101265823,0.8201892744479495
15,0.7341772151898734,0.7341772151898734,0.7341772151898734
16,0.80625,0.8164556962025317,0.8113207547169812
17,0.7875,0.7974683544303798,0.7924528301886793
18,0.7621951219512195,0.7911392405063291,0.7763975155279502
19,0.7640449438202247,0.8607594936708861,0.8095238095238095
20,0.8083832335329342,0.8544303797468354,0.8307692307692308
21,0.8148148148148148,0.8354430379746836,0.825
22,0.7924528301886793,0.7974683544303798,0.7949526813880127
23,0.8076923076923077,0.7974683544303798,0.802547770700637
24,0.8198757763975155,0.8354430379746836,0.8275862068965517
25,0.7678571428571429,0.8164556962025317,0.7914110429447854
26,0.7875,0.7974683544303798,0.7924528301886793
27,0.8490566037735849,0.8544303797468354,0.8517350157728706
28,0.8431372549019608,0.8164556962025317,0.8295819935691318
29,0.8209876543209876,0.8417721518987342,0.83125
30,0.7878787878787878,0.8227848101265823,0.804953560371517
31,0.7439024390243902,0.7721518987341772,0.7577639751552796
32,0.7950310559006211,0.810126582278481,0.8025078369905956
33,0.7756410256410257,0.7658227848101266,0.7707006369426752
34,0.8163265306122449,0.759493670886076,0.7868852459016394
35,0.8116883116883117,0.7911392405063291,0.8012820512820513
36,0.8132530120481928,0.8544303797468354,0.8333333333333334
37,0.7627118644067796,0.8544303797468354,0.8059701492537314
38,0.7865853658536586,0.8164556962025317,0.8012422360248448
39,0.8092105263157895,0.7784810126582279,0.7935483870967742
40,0.7471910112359551,0.8417721518987342,0.7916666666666666
41,0.8414634146341463,0.8734177215189873,0.857142857142857
42,0.8170731707317073,0.8481012658227848,0.8322981366459627
43,0.7962962962962963,0.8164556962025317,0.80625
44,0.82,0.7784810126582279,0.7987012987012987
45,0.8013245033112583,0.7658227848101266,0.7831715210355987
46,0.7543859649122807,0.8164556962025317,0.78419452887538
47,0.7764705882352941,0.8354430379746836,0.8048780487804879
48,0.7916666666666666,0.8417721518987342,0.8159509202453988
49,0.7692307692307693,0.8860759493670886,0.8235294117647058
50,0.7514450867052023,0.8227848101265823,0.7854984894259818
51,0.7597765363128491,0.8607594936708861,0.8071216617210683
52,0.7037037037037037,0.8417721518987342,0.7665706051873199
53,0.7456647398843931,0.8164556962025317,0.7794561933534744
54,0.8,0.8860759493670886,0.8408408408408408
55,0.8,0.7848101265822784,0.792332268370607
56,0.8461538461538461,0.8354430379746836,0.840764331210191
57,0.7891566265060241,0.8291139240506329,0.808641975308642
58,0.8169014084507042,0.7341772151898734,0.7733333333333333
59,0.8103448275862069,0.8924050632911392,0.8493975903614459
60,0.7951807228915663,0.8354430379746836,0.8148148148148148
61,0.7528735632183908,0.8291139240506329,0.7891566265060243
62,0.7657142857142857,0.8481012658227848,0.8048048048048048
63,0.803921568627451,0.7784810126582279,0.7909967845659166
64,0.7677419354838709,0.7531645569620253,0.7603833865814698
65,0.8407643312101911,0.8354430379746836,0.8380952380952381
66,0.8299319727891157,0.7721518987341772,0.7999999999999999
67,0.7745664739884393,0.8481012658227848,0.809667673716012
68,0.7792207792207793,0.759493670886076,0.7692307692307693
69,0.8129032258064516,0.7974683544303798,0.805111821086262
70,0.8012422360248447,0.8164556962025317,0.8087774294670845
71,0.7657142857142857,0.8481012658227848,0.8048048048048048
72,0.806060606060606,0.8417721518987342,0.8235294117647058
73,0.821917808219178,0.759493670886076,0.7894736842105263
74,0.7870967741935484,0.7721518987341772,0.7795527156549521
75,0.7340425531914894,0.8734177215189873,0.7976878612716763
76,0.7987421383647799,0.8037974683544303,0.8012618296529969
77,0.8169934640522876,0.7911392405063291,0.8038585209003215
78,0.7987421383647799,0.8037974683544303,0.8012618296529969
79,0.8181818181818182,0.8544303797468354,0.8359133126934984
80,0.7962962962962963,0.8164556962025317,0.80625
81,0.8109756097560976,0.8417721518987342,0.8260869565217391
82,0.7486631016042781,0.8860759493670886,0.8115942028985507
83,0.74375,0.7531645569620253,0.748427672955975
84,0.8333333333333334,0.7911392405063291,0.8116883116883117
85,0.7727272727272727,0.8607594936708861,0.8143712574850299
86,0.8048780487804879,0.8354430379746836,0.8198757763975155
87,0.7844311377245509,0.8291139240506329,0.806153846153846
88,0.8148148148148148,0.8354430379746836,0.825
89,0.8513513513513513,0.7974683544303798,0.8235294117647058
90,0.8397435897435898,0.8291139240506329,0.8343949044585987
91,0.8561643835616438,0.7911392405063291,0.8223684210526316
92,0.803921568627451,0.7784810126582279,0.7909967845659166
93,0.8164556962025317,0.8164556962025317,0.8164556962025317
94,0.803680981595092,0.8291139240506329,0.8161993769470405
95,0.78,0.740506329113924,0.7597402597402597
96,0.7818181818181819,0.8164556962025317,0.7987616099071208
97,0.863013698630137,0.7974683544303798,0.8289473684210525
98,0.7514450867052023,0.8227848101265823,0.7854984894259818
99,0.7542857142857143,0.8354430379746836,0.7927927927927927
100,0.847682119205298,0.810126582278481,0.8284789644012945
101,0.7857142857142857,0.7658227848101266,0.7756410256410255
102,0.7973856209150327,0.7721518987341772,0.7845659163987139
103,0.7714285714285715,0.8544303797468354,0.8108108108108107
104,0.7388888888888889,0.8417721518987342,0.7869822485207101
105,0.825503355704698,0.7784810126582279,0.8013029315960912
106,0.7764705882352941,0.8354430379746836,0.8048780487804879
107,0.8136645962732919,0.8291139240506329,0.8213166144200628
108,0.7777777777777778,0.8860759493670886,0.8284023668639053
109,0.80625,0.8164556962025317,0.8113207547169812
110,0.7701863354037267,0.7848101265822784,0.7774294670846396
111,0.8198757763975155,0.8354430379746836,0.8275862068965517
112,0.7950310559006211,0.810126582278481,0.8025078369905956
113,0.7759562841530054,0.8987341772151899,0.8328445747800587
114,0.8271604938271605,0.8481012658227848,0.8374999999999999
115,0.8125,0.8227848101265823,0.8176100628930818
116,0.7891566265060241,0.8291139240506329,0.808641975308642
117,0.8037974683544303,0.8037974683544303,0.8037974683544303
118,0.7763975155279503,0.7911392405063291,0.7836990595611285
119,0.8343949044585988,0.8291139240506329,0.8317460317460317
120,0.7987804878048781,0.8291139240506329,0.8136645962732919
121,0.7810650887573964,0.8354430379746836,0.8073394495412844
122,0.8243243243243243,0.7721518987341772,0.7973856209150328
123,0.7666666666666667,0.8734177215189873,0.8165680473372781
124,0.8198757763975155,0.8354430379746836,0.8275862068965517
125,0.8581081081081081,0.8037974683544303,0.8300653594771241
126,0.6931216931216931,0.8291139240506329,0.7550432276657061
127,0.7763975155279503,0.7911392405063291,0.7836990595611285
